staff_id,pay_month,base_salary,bonus,deductions
E0016,2025-07-01,196271,0,25902
E0017,2025-07-01,247287,0,31778
E0018,2025-07-01,202114,21674,29705
E0019,2025-07-01,99162,0,8023
E0020,2025-07-01,243343,34819,33605
E0021,2025-07-01,176989,0,23514
E0022,2025-07-01,139713,0,14054
E0023,2025-07-01,158099,0,23300
E0024,2025-07-01,156056,0,17165
E0025,2025-07-01,117949,0,9483
E0026,2025-07-01,194278,0,17633
E0027,2025-07-01,152415,0,17427
E0028,2025-07-01,120053,0,14020
E0029,2025-07-01,189062,0,20630
E0030,2025-07-01,202798,0,28764
E0031,2025-07-01,55789,0,5316
E0032,2025-07-01,199811,0,17589
E0033,2025-07-01,234009,0,34428
E0034,2025-07-01,66013,0,7064
E0035,2025-07-01,239946,0,27834
E0036,2025-07-01,94470,0,13498
E0037,2025-07-01,203975,0,18708
E0038,2025-07-01,95318,0,11809
E0039,2025-07-01,109375,0,15372
E0040,2025-07-01,213127,13979,26696
E0041,2025-07-01,61282,0,5004
E0042,2025-07-01,81171,0,6802
E0043,2025-07-01,102879,0,14791
E0044,2025-07-01,85564,10068,9439
E0046,2025-07-01,59677,0,7932
E0047,2025-07-01,81034,0,8512
E0048,2025-07-01,40701,0,4984
E0049,2025-07-01,147090,27801,15835
E0050,2025-07-01,158096,0,14157
E0051,2025-07-01,220714,0,32491
E0052,2025-07-01,195664,0,28766
E0054,2025-07-01,116351,0,9349
E0055,2025-07-01,48556,0,4920
E0056,2025-07-01,100680,0,9547
E0057,2025-07-01,115524,0,10544
E0058,2025-07-01,225324,0,19834
E0059,2025-07-01,114112,0,15930
E0060,2025-07-01,224283,44665,28064
E0061,2025-07-01,159021,0,13815
E0062,2025-07-01,58659,0,6159
E0063,2025-07-01,220193,0,27164
E0064,2025-07-01,101190,9883,10421
E0065,2025-07-01,109351,0,13077
E0066,2025-07-01,246524,24024,22632
E0067,2025-07-01,247420,41529,24586
E0068,2025-07-01,203855,0,28836
E0069,2025-07-01,194609,0,22203
E0070,2025-07-01,213325,0,29636
E0071,2025-07-01,91857,0,9041
E0072,2025-07-01,151447,0,21573
E0073,2025-07-01,70087,10145,9381
E0074,2025-07-01,182753,0,21573
E0075,2025-07-01,98932,0,10448
E0076,2025-07-01,209773,0,18748
E0077,2025-07-01,79056,0,9103
E0078,2025-07-01,109633,0,14582
E0079,2025-07-01,77286,0,10164
E0080,2025-07-01,58719,0,7827
E0081,2025-07-01,55633,0,4617
E0082,2025-07-01,83495,0,8948
E0083,2025-07-01,247782,0,36831
E0084,2025-07-01,120638,0,16701
E0085,2025-07-01,195987,0,20846
E0086,2025-07-01,236334,0,27454
E0087,2025-07-01,189214,35210,19811
E0088,2025-07-01,115657,14229,16435
E0090,2025-07-01,72598,0,6200
E0091,2025-07-01,162866,0,14823
E0092,2025-07-01,220532,0,24043
E0093,2025-07-01,119715,8021,13591
E0094,2025-07-01,223430,32864,18225
E0095,2025-07-01,145515,0,13014
E0096,2025-07-01,111367,0,9345
E0097,2025-07-01,171195,13183,20878
E0098,2025-07-01,181552,0,26562
E0099,2025-07-01,169445,23888,23843
E0100,2025-07-01,154755,0,20988
E0101,2025-07-01,61087,0,5604
E0102,2025-07-01,196771,0,18907
E0103,2025-07-01,50449,0,5882
E0104,2025-07-01,153253,0,18756
E0105,2025-07-01,232553,0,32893
E0106,2025-07-01,124494,0,14162
E0107,2025-07-01,198259,0,28309
E0108,2025-07-01,105632,15569,11189
E0109,2025-07-01,46780,0,6815
E0110,2025-07-01,63940,0,7752
E0111,2025-07-01,100011,0,10980
E0112,2025-07-01,216763,0,21639
E0113,2025-07-01,190784,0,15336
E0114,2025-07-01,193910,0,22568
E0115,2025-07-01,45438,0,4935
E0116,2025-07-01,240477,0,23637
E0117,2025-07-01,216234,0,32311
E0118,2025-07-01,110650,8913,10236
E0119,2025-07-01,191059,0,23010
E0120,2025-07-01,50546,0,7069
E0001,2025-08-01,191262,31017,25785
E0002,2025-08-01,205005,13334,27681
E0003,2025-08-01,219949,0,20071
E0004,2025-08-01,54053,0,7439
E0005,2025-08-01,79774,0,6740
E0006,2025-08-01,79111,0,10341
E0007,2025-08-01,187545,0,24346
E0008,2025-08-01,119648,0,14935
E0009,2025-08-01,62329,0,5836
E0010,2025-08-01,105061,0,12929
E0011,2025-08-01,71051,0,10537
E0012,2025-08-01,186295,17026,19509
E0013,2025-08-01,240394,0,31632
E0014,2025-08-01,149097,0,19506
E0015,2025-08-01,198942,0,29330
E0016,2025-08-01,196271,0,21950
E0017,2025-08-01,247287,0,26830
E0018,2025-08-01,202114,0,20979
E0019,2025-08-01,99162,0,14014
E0020,2025-08-01,243343,33152,35923
E0021,2025-08-01,176989,0,26068
E0022,2025-08-01,139713,0,15891
E0023,2025-08-01,158099,0,20139
E0024,2025-08-01,156056,0,18127
E0026,2025-08-01,194278,0,20967
E0027,2025-08-01,152415,0,17278
E0028,2025-08-01,120053,0,11140
E0029,2025-08-01,189062,0,21729
E0030,2025-08-01,202798,0,19159
E0031,2025-08-01,55789,0,5072
E0032,2025-08-01,199811,37570,24570
E0033,2025-08-01,234009,0,32612
E0034,2025-08-01,66013,0,7549
E0035,2025-08-01,239946,0,25879
E0036,2025-08-01,94470,6541,10721
E0037,2025-08-01,203975,25573,28603
E0038,2025-08-01,95318,0,12284
E0039,2025-08-01,109375,0,13911
E0040,2025-08-01,213127,0,26192
E0041,2025-08-01,61282,0,6058
E0042,2025-08-01,81171,0,9328
E0043,2025-08-01,102879,0,10859
E0044,2025-08-01,85564,0,12710
E0045,2025-08-01,184701,0,25172
E0046,2025-08-01,59677,0,5383
E0047,2025-08-01,81034,0,7485
E0048,2025-08-01,40701,0,5494
E0049,2025-08-01,147090,0,15869
E0050,2025-08-01,158096,0,17921
E0051,2025-08-01,220714,0,21671
E0052,2025-08-01,195664,0,20367
E0053,2025-08-01,163184,0,19644
E0054,2025-08-01,116351,0,12200
E0055,2025-08-01,48556,5978,6908
E0056,2025-08-01,100680,0,14174
E0057,2025-08-01,115524,21867,14347
E0058,2025-08-01,225324,0,19274
E0059,2025-08-01,114112,0,14804
E0060,2025-08-01,224283,24518,30204
E0061,2025-08-01,159021,25791,17330
E0062,2025-08-01,58659,0,7411
E0063,2025-08-01,220193,0,20861
E0064,2025-08-01,101190,6510,11980
E0066,2025-08-01,246524,0,21515
E0067,2025-08-01,247420,15500,25152
E0068,2025-08-01,203855,0,18182
E0069,2025-08-01,194609,0,27289
E0070,2025-08-01,213325,0,25257
E0071,2025-08-01,91857,0,11148
E0072,2025-08-01,151447,24585,17665
E0073,2025-08-01,70087,0,7970
E0074,2025-08-01,182753,0,19300
E0075,2025-08-01,98932,0,11539
E0076,2025-08-01,209773,0,23672
E0078,2025-08-01,109633,21054,11070
E0079,2025-08-01,77286,0,10493
E0080,2025-08-01,58719,4597,6320
E0081,2025-08-01,55633,8933,7677
E0082,2025-08-01,83495,0,9699
E0083,2025-08-01,247782,0,24760
E0084,2025-08-01,120638,20668,11239
E0085,2025-08-01,195987,0,24417
E0086,2025-08-01,236334,21464,22013
E0088,2025-08-01,115657,0,17125
E0089,2025-08-01,155121,10665,20305
E0090,2025-08-01,72598,5271,6912
E0091,2025-08-01,162866,27338,24407
E0092,2025-08-01,220532,0,18881
E0093,2025-08-01,119715,0,16077
E0094,2025-08-01,223430,0,31883
E0095,2025-08-01,145515,0,12884
E0096,2025-08-01,111367,9727,10836
E0097,2025-08-01,171195,0,19941
E0098,2025-08-01,181552,0,26422
E0099,2025-08-01,169445,0,16560
E0100,2025-08-01,154755,0,21736
E0101,2025-08-01,61087,4089,6275
E0102,2025-08-01,196771,0,21194
E0103,2025-08-01,50449,9854,6467
E0104,2025-08-01,153253,0,13952
E0105,2025-08-01,232553,0,19577
E0106,2025-08-01,124494,0,11056
E0107,2025-08-01,198259,0,27040
E0108,2025-08-01,105632,8339,11099
E0109,2025-08-01,46780,8645,6056
E0110,2025-08-01,63940,8402,5965
E0111,2025-08-01,100011,10216,9928
E0112,2025-08-01,216763,0,18386
E0113,2025-08-01,190784,0,22496
E0114,2025-08-01,193910,32264,25471
E0115,2025-08-01,45438,0,6103
E0116,2025-08-01,240477,38032,22434
E0117,2025-08-01,216234,0,26578
E0118,2025-08-01,110650,0,9598
E0119,2025-08-01,191059,0,17674
E0120,2025-08-01,50546,0,4393
E0001,2025-09-01,191262,33556,22341
E0002,2025-09-01,205005,0,19568
E0003,2025-09-01,219949,0,27692
E0004,2025-09-01,54053,9449,7355
E0005,2025-09-01,79774,10666,10972
E0006,2025-09-01,79111,0,9258
E0007,2025-09-01,187545,0,27404
E0008,2025-09-01,119648,0,14025
E0009,2025-09-01,62329,0,7473
E0010,2025-09-01,105061,14053,13892
E0011,2025-09-01,71051,9697,9178
E0012,2025-09-01,186295,0,22076
E0013,2025-09-01,240394,35730,34940
E0014,2025-09-01,149097,0,20745
E0015,2025-09-01,198942,0,24388
E0016,2025-09-01,196271,0,20648
E0017,2025-09-01,247287,0,32356
E0018,2025-09-01,202114,0,30224
E0019,2025-09-01,99162,0,9424
E0020,2025-09-01,243343,0,35124
E0021,2025-09-01,176989,0,15327
E0022,2025-09-01,139713,0,14767
E0023,2025-09-01,158099,0,13665
E0024,2025-09-01,156056,0,20389
E0025,2025-09-01,117949,0,14350
E0026,2025-09-01,194278,31010,16609
E0027,2025-09-01,152415,0,21580
E0028,2025-09-01,120053,0,16914
E0029,2025-09-01,189062,0,23514
E0030,2025-09-01,202798,0,20757
E0031,2025-09-01,55789,0,5061
E0032,2025-09-01,199811,39883,26515
E0033,2025-09-01,234009,14862,23468
E0034,2025-09-01,66013,0,7480
E0035,2025-09-01,239946,0,20625
E0036,2025-09-01,94470,0,12597
E0037,2025-09-01,203975,16260,25631
E0038,2025-09-01,95318,0,9242
E0039,2025-09-01,109375,0,9612
E0040,2025-09-01,213127,0,21835
E0041,2025-09-01,61282,0,5629
E0042,2025-09-01,81171,14062,10035
E0043,2025-09-01,102879,0,9668
E0044,2025-09-01,85564,0,7518
E0045,2025-09-01,184701,0,26008
E0046,2025-09-01,59677,0,6049
E0047,2025-09-01,81034,0,7639
E0048,2025-09-01,40701,3614,5031
E0049,2025-09-01,147090,0,15645
E0050,2025-09-01,158096,0,14533
E0051,2025-09-01,220714,0,18477
E0052,2025-09-01,195664,10028,24698
E0053,2025-09-01,163184,0,22927
E0055,2025-09-01,48556,0,7215
E0056,2025-09-01,100680,0,11470
E0057,2025-09-01,115524,0,13291
E0058,2025-09-01,225324,0,18653
E0059,2025-09-01,114112,10925,12271
E0060,2025-09-01,224283,0,23522
E0061,2025-09-01,159021,0,21759
E0062,2025-09-01,58659,0,8569
E0063,2025-09-01,220193,0,31444
E0064,2025-09-01,101190,6392,11784
E0065,2025-09-01,109351,0,11943
E0066,2025-09-01,246524,0,35421
E0067,2025-09-01,247420,0,31094
E0068,2025-09-01,203855,0,28617
E0069,2025-09-01,194609,0,21427
E0070,2025-09-01,213325,0,21807
E0071,2025-09-01,91857,0,8533
E0072,2025-09-01,151447,0,20230
E0073,2025-09-01,70087,7857,7095
E0074,2025-09-01,182753,0,16564
E0075,2025-09-01,98932,0,13195
E0076,2025-09-01,209773,0,25539
E0077,2025-09-01,79056,0,10133
E0078,2025-09-01,109633,13742,14235
E0079,2025-09-01,77286,13743,8746
E0080,2025-09-01,58719,4929,7840
E0082,2025-09-01,83495,0,11109
E0083,2025-09-01,247782,46847,34863
E0084,2025-09-01,120638,11911,17146
E0085,2025-09-01,195987,32619,25559
E0086,2025-09-01,236334,0,27520
E0087,2025-09-01,189214,0,26763
E0088,2025-09-01,115657,0,13768
E0089,2025-09-01,155121,0,14471
E0090,2025-09-01,72598,0,8152
E0091,2025-09-01,162866,0,20895
E0092,2025-09-01,220532,26362,19039
E0093,2025-09-01,119715,0,12871
E0094,2025-09-01,223430,12006,27107
E0095,2025-09-01,145515,11683,12560
E0096,2025-09-01,111367,0,14510
E0097,2025-09-01,171195,11491,21294
E0098,2025-09-01,181552,0,19337
E0099,2025-09-01,169445,0,20263
E0100,2025-09-01,154755,0,14318
E0101,2025-09-01,61087,0,8009
E0102,2025-09-01,196771,0,17361
E0103,2025-09-01,50449,0,4079
E0104,2025-09-01,153253,0,18783
E0105,2025-09-01,232553,19193,25991
E0106,2025-09-01,124494,0,12092
E0107,2025-09-01,198259,0,16540
E0108,2025-09-01,105632,0,9525
E0109,2025-09-01,46780,0,4827
E0110,2025-09-01,63940,0,5837
E0111,2025-09-01,100011,0,14766
E0112,2025-09-01,216763,0,18754
E0113,2025-09-01,190784,20087,26217
E0114,2025-09-01,193910,0,19488
E0115,2025-09-01,45438,0,4682
E0116,2025-09-01,240477,0,29541
E0117,2025-09-01,216234,0,24620
E0118,2025-09-01,110650,0,12160
E0119,2025-09-01,191059,0,27684
E0120,2025-09-01,50546,6291,5786
E0001,2025-10-01,191262,0,28412
E0004,2025-10-01,54053,0,7350
E0005,2025-10-01,79774,0,8334
E0006,2025-10-01,79111,0,10150
E0007,2025-10-01,187545,0,21655
E0008,2025-10-01,119648,0,12431
E0009,2025-10-01,62329,0,8617
E0010,2025-10-01,105061,18393,15143
E0011,2025-10-01,71051,10434,6457
E0012,2025-10-01,186295,0,20935
E0013,2025-10-01,240394,0,33284
E0014,2025-10-01,149097,0,17722
E0016,2025-10-01,196271,0,16611
E0017,2025-10-01,247287,0,36809
E0018,2025-10-01,202114,35645,18820
E0019,2025-10-01,99162,0,12828
E0020,2025-10-01,243343,13322,20946
E0021,2025-10-01,176989,0,16837
E0022,2025-10-01,139713,0,18784
E0023,2025-10-01,158099,0,21491
E0024,2025-10-01,156056,0,22574
E0025,2025-10-01,117949,0,10619
E0026,2025-10-01,194278,0,18333
E0027,2025-10-01,152415,0,12237
E0028,2025-10-01,120053,0,12405
E0029,2025-10-01,189062,0,15422
E0030,2025-10-01,202798,0,20779
E0031,2025-10-01,55789,0,7481
E0032,2025-10-01,199811,0,19812
E0034,2025-10-01,66013,0,7788
E0035,2025-10-01,239946,0,28838
E0036,2025-10-01,94470,0,11132
E0037,2025-10-01,203975,0,17830
E0038,2025-10-01,95318,0,12327
E0039,2025-10-01,109375,15796,13469
E0040,2025-10-01,213127,0,31576
E0041,2025-10-01,61282,0,5301
E0042,2025-10-01,81171,0,9082
E0043,2025-10-01,102879,16104,11619
E0044,2025-10-01,85564,0,12313
E0045,2025-10-01,184701,0,24974
E0046,2025-10-01,59677,0,5047
E0047,2025-10-01,81034,0,8084
E0048,2025-10-01,40701,0,4412
E0049,2025-10-01,147090,0,19926
E0050,2025-10-01,158096,17410,15288
E0051,2025-10-01,220714,16300,23587
E0052,2025-10-01,195664,33671,26395
E0053,2025-10-01,163184,0,15032
E0054,2025-10-01,116351,18721,10239
E0055,2025-10-01,48556,0,6678
E0056,2025-10-01,100680,0,12271
E0057,2025-10-01,115524,16111,11890
E0058,2025-10-01,225324,0,30913
E0059,2025-10-01,114112,0,15176
E0060,2025-10-01,224283,0,24065
E0061,2025-10-01,159021,0,16058
E0062,2025-10-01,58659,8912,7640
E0063,2025-10-01,220193,0,27041
E0064,2025-10-01,101190,0,8537
E0065,2025-10-01,109351,0,14132
E0066,2025-10-01,246524,0,34661
E0067,2025-10-01,247420,38433,30622
E0068,2025-10-01,203855,22609,24087
E0069,2025-10-01,194609,0,23135
E0070,2025-10-01,213325,22195,19370
E0071,2025-10-01,91857,0,7423
E0072,2025-10-01,151447,10844,19091
E0073,2025-10-01,70087,0,8758
E0074,2025-10-01,182753,21639,22593
E0075,2025-10-01,98932,11241,10579
E0076,2025-10-01,209773,0,25268
E0077,2025-10-01,79056,0,8598
E0078,2025-10-01,109633,0,13131
E0079,2025-10-01,77286,5176,11386
E0080,2025-10-01,58719,0,6609
E0081,2025-10-01,55633,0,5406
E0082,2025-10-01,83495,0,10678
E0083,2025-10-01,247782,0,35495
E0084,2025-10-01,120638,6227,13980
E0085,2025-10-01,195987,31372,20521
E0086,2025-10-01,236334,0,19491
E0087,2025-10-01,189214,0,15951
E0088,2025-10-01,115657,0,14566
E0089,2025-10-01,155121,0,15524
E0090,2025-10-01,72598,0,7089
E0091,2025-10-01,162866,0,13191
E0092,2025-10-01,220532,0,27818
E0093,2025-10-01,119715,0,13641
E0094,2025-10-01,223430,0,33265
E0095,2025-10-01,145515,0,20173
E0096,2025-10-01,111367,12467,10764
E0097,2025-10-01,171195,0,20619
E0098,2025-10-01,181552,0,24125
E0099,2025-10-01,169445,12732,19204
E0100,2025-10-01,154755,0,16495
E0101,2025-10-01,61087,0,7155
E0102,2025-10-01,196771,18362,21003
E0103,2025-10-01,50449,0,4380
E0104,2025-10-01,153253,15796,18809
E0105,2025-10-01,232553,0,22952
E0106,2025-10-01,124494,18444,13978
E0107,2025-10-01,198259,0,23077
E0108,2025-10-01,105632,0,12500
E0109,2025-10-01,46780,0,5089
E0110,2025-10-01,63940,0,6097
E0111,2025-10-01,100011,0,12337
E0112,2025-10-01,216763,0,31763
E0113,2025-10-01,190784,0,16416
E0114,2025-10-01,193910,0,27675
E0115,2025-10-01,45438,3999,5736
E0116,2025-10-01,240477,0,32189
E0117,2025-10-01,216234,0,21194
E0118,2025-10-01,110650,0,11817
E0119,2025-10-01,191059,0,17664
E0120,2025-10-01,50546,0,6203
E0001,2025-11-01,191262,0,22539
E0002,2025-11-01,205005,0,29497
E0003,2025-11-01,219949,0,18680
E0004,2025-11-01,54053,0,7716
E0005,2025-11-01,79774,0,10093
E0006,2025-11-01,79111,12263,9511
E0007,2025-11-01,187545,35819,21281
E0008,2025-11-01,119648,0,14096
E0010,2025-11-01,105061,18144,9296
E0011,2025-11-01,71051,0,9075
E0012,2025-11-01,186295,0,19668
E0013,2025-11-01,240394,24282,32028
E0014,2025-11-01,149097,0,22025
E0015,2025-11-01,198942,18866,28399
E0016,2025-11-01,196271,0,27864
E0017,2025-11-01,247287,0,23125
E0018,2025-11-01,202114,28082,21669
E0019,2025-11-01,99162,14528,11639
E0020,2025-11-01,243343,0,20098
E0021,2025-11-01,176989,0,19183
E0022,2025-11-01,139713,20688,20371
E0023,2025-11-01,158099,0,22883
E0024,2025-11-01,156056,0,17632
E0025,2025-11-01,117949,0,9555
E0026,2025-11-01,194278,0,21746
E0027,2025-11-01,152415,0,13411
E0028,2025-11-01,120053,0,16365
E0029,2025-11-01,189062,32467,19416
E0030,2025-11-01,202798,0,20789
E0031,2025-11-01,55789,0,6779
E0032,2025-11-01,199811,0,26581
E0033,2025-11-01,234009,0,25906
E0034,2025-11-01,66013,0,8936
E0035,2025-11-01,239946,0,19458
E0036,2025-11-01,94470,0,13682
E0037,2025-11-01,203975,0,22261
E0038,2025-11-01,95318,0,9001
E0039,2025-11-01,109375,14051,10582
E0040,2025-11-01,213127,0,27750
E0041,2025-11-01,61282,0,6395
E0043,2025-11-01,102879,0,12687
E0044,2025-11-01,85564,0,9626
E0045,2025-11-01,184701,0,17281
E0046,2025-11-01,59677,9118,6852
E0047,2025-11-01,81034,0,10141
E0048,2025-11-01,40701,0,5013
E0049,2025-11-01,147090,0,19391
E0050,2025-11-01,158096,0,18016
E0051,2025-11-01,220714,40669,26814
E0052,2025-11-01,195664,0,18804
E0053,2025-11-01,163184,0,21482
E0054,2025-11-01,116351,0,9907
E0055,2025-11-01,48556,2824,4377
E0056,2025-11-01,100680,11905,10687
E0057,2025-11-01,115524,0,17131
E0058,2025-11-01,225324,0,22452
E0059,2025-11-01,114112,13674,10496
E0060,2025-11-01,224283,0,30338
E0061,2025-11-01,159021,0,19157
E0062,2025-11-01,58659,4954,8212
E0063,2025-11-01,220193,43895,30516
E0064,2025-11-01,101190,0,9851
E0065,2025-11-01,109351,0,15742
E0066,2025-11-01,246524,0,20413
E0067,2025-11-01,247420,0,27166
E0068,2025-11-01,203855,0,22765
E0069,2025-11-01,194609,0,25011
E0070,2025-11-01,213325,0,21483
E0071,2025-11-01,91857,5843,11650
E0072,2025-11-01,151447,0,22467
E0073,2025-11-01,70087,4962,6514
E0074,2025-11-01,182753,0,25627
E0075,2025-11-01,98932,0,11591
E0076,2025-11-01,209773,0,28348
E0077,2025-11-01,79056,0,9173
E0078,2025-11-01,109633,0,9622
E0079,2025-11-01,77286,0,8165
E0080,2025-11-01,58719,0,5266
E0081,2025-11-01,55633,7285,7322
E0082,2025-11-01,83495,0,11082
E0083,2025-11-01,247782,0,28557
E0084,2025-11-01,120638,0,12566
E0085,2025-11-01,195987,0,22129
E0086,2025-11-01,236334,0,26384
E0087,2025-11-01,189214,0,17632
E0088,2025-11-01,115657,7298,16522
E0089,2025-11-01,155121,0,14199
E0090,2025-11-01,72598,0,10254
E0091,2025-11-01,162866,0,17778
E0092,2025-11-01,220532,41848,22995
E0093,2025-11-01,119715,0,11162
E0095,2025-11-01,145515,0,15835
E0096,2025-11-01,111367,0,12699
E0097,2025-11-01,171195,22174,19184
E0098,2025-11-01,181552,0,16707
E0099,2025-11-01,169445,0,22686
E0100,2025-11-01,154755,15935,22739
E0101,2025-11-01,61087,0,5666
E0102,2025-11-01,196771,0,17963
E0103,2025-11-01,50449,0,5593
E0104,2025-11-01,153253,0,19400
E0105,2025-11-01,232553,16788,27393
E0106,2025-11-01,124494,0,13485
E0107,2025-11-01,198259,14236,28737
E0108,2025-11-01,105632,0,13236
E0109,2025-11-01,46780,0,6361
E0110,2025-11-01,63940,0,8200
E0111,2025-11-01,100011,0,12747
E0112,2025-11-01,216763,0,24108
E0113,2025-11-01,190784,0,23054
E0114,2025-11-01,193910,0,18169
E0115,2025-11-01,45438,0,6739
E0116,2025-11-01,240477,0,34530
E0117,2025-11-01,216234,15610,22894
E0118,2025-11-01,110650,0,11238
E0119,2025-11-01,191059,0,25019
E0120,2025-11-01,50546,10053,5065
E0001,2025-12-01,191262,37402,25056
E0002,2025-12-01,205005,0,18462
E0003,2025-12-01,219949,0,18614
E0004,2025-12-01,54053,0,4349
E0005,2025-12-01,79774,0,9486
E0006,2025-12-01,79111,0,7432
E0007,2025-12-01,187545,17520,15558
E0008,2025-12-01,119648,0,13710
E0009,2025-12-01,62329,0,5658
E0010,2025-12-01,105061,15348,9318
E0011,2025-12-01,71051,0,8131
E0012,2025-12-01,186295,0,24876
E0013,2025-12-01,240394,0,29009
E0014,2025-12-01,149097,26875,22096
E0015,2025-12-01,198942,0,27687
E0016,2025-12-01,196271,0,22036
E0017,2025-12-01,247287,0,24503
E0018,2025-12-01,202114,0,16858
E0019,2025-12-01,99162,0,11500
E0020,2025-12-01,243343,0,29667
E0021,2025-12-01,176989,0,24403
E0022,2025-12-01,139713,0,12114
E0023,2025-12-01,158099,0,14164
E0024,2025-12-01,156056,26033,16202
E0025,2025-12-01,117949,0,13592
E0026,2025-12-01,194278,0,21218
E0027,2025-12-01,152415,0,22045
E0028,2025-12-01,120053,0,10772
E0029,2025-12-01,189062,0,17404
E0030,2025-12-01,202798,0,19380
E0031,2025-12-01,55789,0,5664
E0032,2025-12-01,199811,39396,25647
E0033,2025-12-01,234009,14429,31126
E0034,2025-12-01,66013,0,7449
E0035,2025-12-01,239946,0,30409
E0036,2025-12-01,94470,0,11443
E0037,2025-12-01,203975,0,17614
E0038,2025-12-01,95318,0,9975
E0039,2025-12-01,109375,0,12616
E0040,2025-12-01,213127,0,24940
E0041,2025-12-01,61282,0,8770
E0042,2025-12-01,81171,0,11745
E0043,2025-12-01,102879,18281,10869
E0044,2025-12-01,85564,0,7928
E0045,2025-12-01,184701,0,21425
E0046,2025-12-01,59677,0,5291
E0047,2025-12-01,81034,0,10480
E0048,2025-12-01,40701,0,4663
E0049,2025-12-01,147090,0,18841
E0050,2025-12-01,158096,13261,15864
E0051,2025-12-01,220714,0,31481
E0052,2025-12-01,195664,0,18109
E0053,2025-12-01,163184,0,17582
E0054,2025-12-01,116351,0,10476
E0055,2025-12-01,48556,0,6405
E0056,2025-12-01,100680,0,14927
E0057,2025-12-01,115524,16086,10235
E0058,2025-12-01,225324,0,30089
E0059,2025-12-01,114112,15867,11973
E0060,2025-12-01,224283,43179,25972
E0061,2025-12-01,159021,0,15512
E0062,2025-12-01,58659,0,4815
E0063,2025-12-01,220193,38434,28067
E0064,2025-12-01,101190,0,9177
E0065,2025-12-01,109351,0,13808
E0066,2025-12-01,246524,30527,23207
E0067,2025-12-01,247420,0,29188
E0068,2025-12-01,203855,0,29902
E0069,2025-12-01,194609,0,20795
E0070,2025-12-01,213325,22709,17603
E0071,2025-12-01,91857,0,13037
E0072,2025-12-01,151447,0,19703
E0073,2025-12-01,70087,4654,8845
E0074,2025-12-01,182753,24824,21813
E0075,2025-12-01,98932,0,11340
E0076,2025-12-01,209773,0,28037
E0077,2025-12-01,79056,0,7034
E0078,2025-12-01,109633,0,14643
E0079,2025-12-01,77286,8276,8050
E0080,2025-12-01,58719,0,5715
E0081,2025-12-01,55633,0,7835
E0082,2025-12-01,83495,0,6898
E0083,2025-12-01,247782,28091,24447
E0084,2025-12-01,120638,0,12841
E0085,2025-12-01,195987,26631,17052
E0086,2025-12-01,236334,0,21663
E0087,2025-12-01,189214,0,21719
E0088,2025-12-01,115657,0,11579
E0089,2025-12-01,155121,30936,21146
E0090,2025-12-01,72598,0,8816
E0091,2025-12-01,162866,21981,17899
E0092,2025-12-01,220532,0,25433
E0093,2025-12-01,119715,0,11254
E0094,2025-12-01,223430,32117,28378
E0095,2025-12-01,145515,0,17517
E0096,2025-12-01,111367,21641,10998
E0097,2025-12-01,171195,29333,24896
E0098,2025-12-01,181552,0,19154
E0099,2025-12-01,169445,0,23568
E0100,2025-12-01,154755,0,19248
E0101,2025-12-01,61087,0,7649
E0102,2025-12-01,196771,27584,19027
E0103,2025-12-01,50449,0,5675
E0104,2025-12-01,153253,0,14427
E0105,2025-12-01,232553,0,29327
E0106,2025-12-01,124494,22145,16776
E0107,2025-12-01,198259,0,24210
E0108,2025-12-01,105632,19551,15082
E0109,2025-12-01,46780,8554,6831
E0110,2025-12-01,63940,0,7671
E0111,2025-12-01,100011,0,11476
E0112,2025-12-01,216763,0,22337
E0113,2025-12-01,190784,0,27756
E0114,2025-12-01,193910,0,28678
E0115,2025-12-01,45438,0,5195
E0116,2025-12-01,240477,0,28425
E0117,2025-12-01,216234,0,30610
E0118,2025-12-01,110650,0,15214
E0120,2025-12-01,50546,0,6487
